1_0	0.00602412223815918	0.004086971282958984
1_1	0.006246805191040039	0.004678249359130859
1_2	0.004858732223510742	0.0048024654388427734
1_3	0.004772663116455078	0.006452322006225586
1_4	0.0046079158782958984	0.00654149055480957
1_5	0.005541324615478516	0.004669904708862305
1_6	0.004963397979736328	0.005257368087768555
1_7	0.004160165786743164	0.0053861141204833984
1_8	0.003876924514770508	0.0053272247314453125
1_9	0.0037698745727539062	0.005315065383911133
1_10	0.004782676696777344	0.0058879852294921875
2_0	0.0053021907806396484	0.005583524703979492
2_1	0.005615234375	0.005507707595825195
2_2	0.003916025161743164	0.003957986831665039
2_3	0.004240274429321289	0.005568265914916992
2_4	0.0052165985107421875	0.00588679313659668
2_5	0.006290435791015625	0.005571842193603516
2_6	0.0033576488494873047	0.00415802001953125
2_7	0.0037980079650878906	0.005541324615478516
2_8	0.003693103790283203	0.0054514408111572266
2_9	0.004256725311279297	0.003632068634033203
2_10	0.007559299468994141	0.0054814815521240234
3_0	0.0246274471282959	0.022405624389648438
3_1	0.021669864654541016	0.0351710319519043
3_2	0.020250320434570312	0.021150827407836914
3_3	0.019972801208496094	0.020969390869140625
3_4	0.02508068084716797	0.02893686294555664
3_5	0.0198056697845459	0.031430721282958984
3_6	0.0057735443115234375	0.02930903434753418
3_7	0.019905805587768555	0.02068161964416504
3_8	0.03257036209106445	0.03298759460449219
3_9	0.020098209381103516	0.020426273345947266
3_10	-1.0	0.019976377487182617
4_0	0.005305051803588867	0.0062334537506103516
4_1	0.0037856101989746094	0.005440473556518555
4_2	-1.0	0.005789279937744141
4_3	0.0066874027252197266	0.003603696823120117
4_4	0.004044771194458008	0.0035483837127685547
4_5	-1.0	0.0035772323608398438
4_6	0.004920482635498047	0.004423379898071289
5_0	0.00037217140197753906	0.023250579833984375
5_1	0.00021123886108398438	0.022665739059448242
5_2	-1.0	0.022209882736206055
5_3	-1.0	0.021987199783325195
5_4	0.02637314796447754	0.025072097778320312
5_5	0.00028061866760253906	0.02411508560180664
5_6	0.00031065940856933594	0.02275252342224121
5_7	-1.0	0.024840354919433594
6_0	9.250640869140625e-05	0.00020551681518554688
6_1	7.748603820800781e-05	8.535385131835938e-05
6_2	8.869171142578125e-05	8.678436279296875e-05
6_3	7.390975952148438e-05	8.058547973632812e-05
6_4	0.00010585784912109375	9.775161743164062e-05
6_5	0.00010538101196289062	0.00012230873107910156
6_6	0.00010371208190917969	0.00010418891906738281
6_7	9.322166442871094e-05	0.00010251998901367188
6_8	0.00013637542724609375	0.00020647048950195312
6_9	0.00012731552124023438	0.0001220703125
6_10	0.00013875961303710938	0.0002124309539794922
6_11	-1.0	0.00011301040649414062
6_12	-1.0	9.465217590332031e-05
7_0	0.004214286804199219	0.00414729118347168
7_1	0.004288196563720703	0.004225969314575195
7_2	0.0038404464721679688	0.002920389175415039
7_3	-1.0	0.0030601024627685547
7_4	0.00401616096496582	0.003933429718017578
7_5	-1.0	0.0029463768005371094
7_6	-1.0	0.004126071929931641
7_7	0.003344297409057617	0.004202842712402344
7_8	-1.0	0.004438877105712891
7_9	0.0038280487060546875	0.0044786930084228516
7_10	-1.0	0.004171609878540039
7_11	0.007607221603393555	0.00415802001953125
7_12	0.00871896743774414	0.004180431365966797
8_0	0.0198209285736084	0.020953655242919922
8_1	0.02065753936767578	0.024329423904418945
8_2	0.0033707618713378906	0.02312946319580078
8_3	0.00011944770812988281	0.021018505096435547
9_0	9.274482727050781e-05	0.00017070770263671875
9_1	9.250640869140625e-05	7.200241088867188e-05
9_2	0.030933141708374023	8.273124694824219e-05
9_3	0.00017261505126953125	0.0002334117889404297
9_4	6.008148193359375e-05	7.653236389160156e-05
10_0	0.021372079849243164	0.04303288459777832
10_1	0.02609729766845703	0.047942399978637695
10_2	0.027234315872192383	0.04648017883300781
10_3	0.030971288681030273	0.044602394104003906
10_4	0.02175736427307129	0.04931831359863281
10_5	0.02224254608154297	0.04857182502746582
10_6	0.021504640579223633	0.04893350601196289
10_7	0.026644468307495117	0.045044898986816406
10_8	0.021910429000854492	0.04629039764404297
10_9	0.025618314743041992	0.05425238609313965
10_10	-1.0	0.04935932159423828
11_0	0.02211928367614746	0.0467069149017334
11_1	0.025987863540649414	0.04616045951843262
11_2	0.03136038780212402	0.047405242919921875
11_3	0.02146625518798828	0.047327280044555664
11_4	0.021956682205200195	0.04568052291870117
11_5	0.02385854721069336	0.050287485122680664
11_6	0.028173208236694336	0.04748940467834473
11_7	0.0062732696533203125	0.04630875587463379
12_0	0.024619102478027344	0.022687673568725586
12_1	0.025988340377807617	0.025392532348632812
12_2	0.02209305763244629	0.02582693099975586
12_3	0.02186298370361328	0.022776365280151367
12_4	0.023134231567382812	0.024017810821533203
12_5	-1.0	0.0224001407623291
13_0	0.000110626220703125	0.00017714500427246094
13_1	-1.0	9.298324584960938e-05
13_2	8.96453857421875e-05	8.893013000488281e-05
13_3	0.0002155303955078125	4.9591064453125e-05
13_4	0.0001647472381591797	6.4849853515625e-05
13_5	0.0002970695495605469	0.00011563301086425781
13_6	0.000240325927734375	8.821487426757812e-05
13_7	0.0003685951232910156	0.00017523765563964844
13_8	0.00021457672119140625	6.270408630371094e-05
13_9	0.0001201629638671875	0.0001990795135498047
14_0	0.0001361370086669922	0.0001888275146484375
14_1	0.00020051002502441406	0.00017833709716796875
14_2	8.606910705566406e-05	0.0001888275146484375
14_3	0.00021457672119140625	0.00018215179443359375
14_4	0.003862619400024414	0.0001850128173828125
15_0	0.034241676330566406	0.059812307357788086
15_1	0.03142118453979492	0.06511664390563965
15_2	0.0356595516204834	0.0594329833984375
15_3	0.031099319458007812	0.06347012519836426
15_4	0.03292703628540039	0.061837196350097656
16_0	0.030510663986206055	0.032888174057006836
16_1	0.030366182327270508	0.03763842582702637
16_2	0.03400921821594238	0.030755996704101562
16_3	0.03123950958251953	0.034037113189697266
17_0	0.0001232624053955078	0.0001971721649169922
17_1	8.463859558105469e-05	0.0002262592315673828
17_2	0.00013399124145507812	0.00020694732666015625
17_3	0.00020885467529296875	0.0002009868621826172
17_4	0.00012087821960449219	0.00019216537475585938
17_5	8.606910705566406e-05	0.00018930435180664062
17_6	8.487701416015625e-05	0.0001850128173828125
17_7	7.581710815429688e-05	0.00018835067749023438
17_8	0.0002269744873046875	0.00018548965454101562
17_9	-1.0	0.0001850128173828125
17_10	0.0001773834228515625	0.0001838207244873047
17_11	-1.0	0.00018167495727539062
17_12	0.00012254714965820312	0.00017380714416503906
17_13	-1.0	0.00021386146545410156
17_14	-1.0	0.00017714500427246094
18_0	0.0001437664031982422	0.022454500198364258
18_1	0.01990485191345215	0.021710634231567383
18_2	0.0003788471221923828	0.023361921310424805
18_3	0.030722379684448242	0.02503800392150879
18_4	-1.0	0.02169346809387207
18_5	0.013178110122680664	0.024323225021362305
18_6	0.0002014636993408203	0.026554107666015625
19_0	0.0313410758972168	0.05172276496887207
19_1	0.02568507194519043	0.056226253509521484
19_2	0.02649831771850586	0.054015398025512695
19_3	0.022142648696899414	0.0470120906829834
19_4	-1.0	0.0629892349243164
20_0	0.021820783615112305	0.04349255561828613
20_1	0.021771907806396484	0.044716596603393555
20_2	0.02933192253112793	0.04956960678100586
20_3	0.02187657356262207	0.04386734962463379
20_4	-1.0	0.05413818359375
